lat,lon,pi,zwd,n_stations
-55.000000,-80.000000,0.156868,45.213570,5.000000
-55.000000,-75.000000,0.156970,45.213570,5.000000
-55.000000,-70.000000,0.156986,45.213570,5.000000
-55.000000,-65.000000,0.157004,45.213570,5.000000
-55.000000,-60.000000,0.157022,45.213570,5.000000
-55.000000,-55.000000,0.157040,45.213570,5.000000
-55.000000,-50.000000,0.156178,45.213570,5.000000
-55.000000,-45.000000,0.154297,42.505825,5.000000
-55.000000,-40.000000,0.147870,30.565469,5.000000
-55.000000,-35.000000,0.153972,30.565469,5.000000
-55.000000,-30.000000,0.153990,30.565469,5.000000
-55.000000,-25.000000,0.154008,30.565469,5.000000
-55.000000,-20.000000,0.154423,30.565469,5.000000
-55.000000,-15.000000,0.154440,30.565469,5.000000
-55.000000,-10.000000,0.154220,35.878997,5.000000
-55.000000,-5.000000,0.151057,30.221253,5.000000
-55.000000,0.000000,0.152759,30.221253,5.000000
-55.000000,5.000000,0.152705,38.540308,5.000000
-55.000000,10.000000,0.152245,38.540308,5.000000
-55.000000,15.000000,0.152226,38.540308,5.000000
-55.000000,20.000000,0.146440,26.287001,5.000000
-55.000000,25.000000,0.145967,26.287001,5.000000
-55.000000,30.000000,0.152420,39.091574,5.000000
-55.000000,35.000000,0.146748,27.470508,5.000000
-55.000000,40.000000,0.148715,27.470508,5.000000
-55.000000,45.000000,0.148576,27.470508,5.000000
-55.000000,50.000000,0.150981,27.470508,5.000000
-55.000000,55.000000,0.153251,27.791080,5.000000
-55.000000,60.000000,0.146482,13.592760,5.000000
-55.000000,65.000000,0.146463,13.592760,5.000000
-55.000000,70.000000,0.146445,13.592760,5.000000
-55.000000,75.000000,0.146430,13.592760,5.000000
-55.000000,80.000000,0.146304,13.592760,5.000000
-55.000000,85.000000,0.146294,13.592760,5.000000
-55.000000,90.000000,0.145684,13.592760,5.000000
-55.000000,95.000000,0.145461,13.592760,5.000000
-55.000000,100.000000,0.145459,13.592760,5.000000
-55.000000,105.000000,0.145827,14.120610,5.000000
-55.000000,110.000000,0.145785,14.120610,5.000000
-55.000000,115.000000,0.146094,14.120610,5.000000
-55.000000,120.000000,0.152287,20.936497,5.000000
-55.000000,125.000000,0.152298,27.865775,5.000000
-55.000000,130.000000,0.155413,35.740118,5.000000
-55.000000,135.000000,0.154398,35.740118,5.000000
-55.000000,140.000000,0.152615,35.740118,5.000000
-55.000000,145.000000,0.155967,43.717479,5.000000
-55.000000,150.000000,0.155542,43.717479,5.000000
-55.000000,155.000000,0.154981,43.717479,5.000000
-55.000000,160.000000,0.154962,43.717479,5.000000
-55.000000,165.000000,0.154501,44.584183,5.000000
-55.000000,170.000000,0.155371,44.584183,5.000000
-55.000000,175.000000,0.154613,44.584183,5.000000
-50.000000,-180.000000,0.157239,55.560736,5.000000
-50.000000,-175.000000,0.157028,55.560736,5.000000
-50.000000,-170.000000,0.154129,47.892418,5.000000
-50.000000,-165.000000,0.151883,54.585714,5.000000
-50.000000,-160.000000,0.151872,54.585714,5.000000
-50.000000,-155.000000,0.156896,77.066296,5.000000
-50.000000,-150.000000,0.156130,77.066296,5.000000
-50.000000,-145.000000,0.152356,71.725506,5.000000
-50.000000,-140.000000,0.154846,76.754157,5.000000
-50.000000,-135.000000,0.154833,76.754157,5.000000
-50.000000,-130.000000,0.151400,74.004899,5.000000
-50.000000,-125.000000,0.156868,82.810804,5.000000
-50.000000,-120.000000,0.156861,82.810804,5.000000
-50.000000,-115.000000,0.157025,71.203040,5.000000
-50.000000,-110.000000,0.157920,55.681256,5.000000
-50.000000,-105.000000,0.157922,55.681256,5.000000
-50.000000,-100.000000,0.157987,55.681256,5.000000
-50.000000,-95.000000,0.156126,45.213570,5.000000
-50.000000,-90.000000,0.156134,45.213570,5.000000
